Bettina Stark-Watzinger, FDP, 1464 Tage
Dr. Robby Schlund, AfD, 1464 Tage
Hartmut Ebbing, FDP, 1464 Tage
Dr. Hermann-Josef Tebroke, CDU, 1464 Tage
Gökay Akbulut, DIE LINKE., 1464 Tage
Klaus Mindrup, SPD, 1464 Tage
Sylvia Jörrißen, CDU, 1464 Tage
Steffen Kanitz, CDU, 1464 Tage
Carina Konrad, FDP, 1464 Tage
Christoph Vries, CDU, 1464 Tage
Uwe Witt, Plos, 1464 Tage
Sepp Müller, CDU, 1464 Tage
Dr. Herlind Gundelach, CDU, 1464 Tage
Jörg Schneider, AfD, 1464 Tage
Andreas Wagner, DIE LINKE., 1464 Tage
Astrid Timmermann-Fechter, CDU, 1464 Tage
Dr. Astrid Mannes, CDU, 1464 Tage
Sebastian Steineke, CDU, 1464 Tage
Dr. Bruno Hollnagel, Plos, 1464 Tage
Uwe Schmidt, SPD, 1464 Tage
Albert H. Weiler, CDU, 1464 Tage
Dr. Karl-Heinz Stienen, SPD, 1462 Tage
Hermann Koch, CDU, 1462 Tage
Dr. Hans Edgar Jahn, CDU, 1462 Tage
Jan Eilers, CDU, 1462 Tage
Irma Keilhack, SPD, 1462 Tage
Heinrich Franke, CDU, 1462 Tage
Holger Börner, SPD, 1462 Tage
Hermann Kroll-Schlüter, CDU, 1462 Tage
Dr. Hans-Joachim Merkatz, CDU, 1462 Tage
Bernhard Günther, CDU, 1462 Tage
Friedrich Maier, SPD, 1462 Tage
Dr. Karl Carstens, CDU, 1462 Tage
Fritz-Rudolf Schultz, FDP, 1462 Tage
Dr. Erhard Eppler, SPD, 1462 Tage
Karl Wieninger, CSU, 1462 Tage
Dr. Hermann Schmitt-Vockenhausen, SPD, 1462 Tage
Helmut Wendelborn, CDU, 1462 Tage
Dr. Kurt Georg Kiesinger, CDU, 1462 Tage
Georg Krug, CSU, 1462 Tage
Gustav Fuchs, CSU, 1462 Tage
Werner Zywietz, FDP, 1462 Tage
Dr. Franz Josef Strauß, CSU, 1462 Tage
Hans Iven, SPD, 1462 Tage
Peter Blachstein, SPD, 1462 Tage
Dr. Helmut Prassler, CDU, 1462 Tage
Ferdinand Tillmann, CDU, 1462 Tage
Dr. Adolf Spies von Büllesheim, CDU, 1462 Tage
Anton Donhauser, CSU, 1462 Tage
Erhard Mahne, SPD, 1462 Tage
Alois Niederalt, CSU, 1462 Tage
Werner Kunze, SPD, 1462 Tage
Lucie Kurlbaum-Beyer, SPD, 1462 Tage
Georg Ehnes, CSU, 1462 Tage
Dr. Konrad Kraske, CDU, 1462 Tage
Jakob Altmaier, SPD, 1462 Tage
Herbert Hauffe, SPD, 1462 Tage
Dr. Elinor Hubert, SPD, 1462 Tage
Karl Regling, SPD, 1462 Tage
Franz Weigl, CSU, 1462 Tage
Dr. Theodor Waigel, CSU, 1462 Tage
Elfriede Klemmert, CDU, 1462 Tage
Hermann Hansing, SPD, 1462 Tage
Heinrich Hamacher, SPD, 1462 Tage
Dr. Friedrich Knorr, CSU, 1462 Tage
Otto Niebergall, KPD, 1462 Tage
Siegfried Zoglmann, CSU, 1462 Tage
Dr. Otto Kneipp, FDP, 1462 Tage
Dr. Wolfgang Stammberger, SPD, 1462 Tage
Karl Hofmann, SPD, 1462 Tage
Karl Geldner, FDP, 1462 Tage
Johannes Caspers, CDU, 1462 Tage
Dr. Georg Manteuffel-Szoege, CSU, 1462 Tage
Richard Wurbs, FDP, 1462 Tage
Dr. Egon Alfred Klepsch, CDU, 1462 Tage
Dr. Emmy Diemer-Nicolaus, FDP, 1462 Tage
Johannes Albers, CDU, 1462 Tage
Franz Neumann, SPD, 1462 Tage
Jürgen W. Möllemann, FDP, 1462 Tage
Hermann Höcherl, CSU, 1462 Tage
Otto Striebeck, SPD, 1462 Tage
Christian Giencke, CDU, 1462 Tage
Josef Menke, CDU, 1462 Tage
Adolf Müller, CDU, 1462 Tage
Martin Horstmeier, CDU, 1462 Tage
Günther Eckerland, SPD, 1462 Tage
Josef Eichner, FU, 1462 Tage
Conrad Ahlers, SPD, 1462 Tage
Dr. Edeltraud Kuchtner, CSU, 1462 Tage
Franz Lenze, CDU, 1462 Tage
Dr. Heinz Morgenstern, SPD, 1462 Tage
Hans August Lücker, CSU, 1462 Tage
Dr. Otto Schmidt, CDU, 1462 Tage
Dr. Konrad Mälzig, FDP, 1462 Tage
Dr. Anton Besold, CSU, 1462 Tage
Else Zimmermann, SPD, 1462 Tage
Reinhold Rehs, CDU, 1462 Tage
Werner Jacobi, SPD, 1462 Tage
Hans Müller, SPD, 1462 Tage
Dr. Kurt Birrenbach, CDU, 1462 Tage
Franz Seidl, CSU, 1462 Tage
Dr. Fritz Baade, SPD, 1462 Tage
Carl-Dieter Spranger, CSU, 1462 Tage
Hans Revenstorff, FDP, 1462 Tage
Bernhard Raestrup, CDU, 1462 Tage
Hanns Theis, SPD, 1462 Tage
Dr. Gerhard Lütkens, SPD, 1462 Tage
Manfred Carstens, CDU, 1462 Tage
Dr. Berthold Martin, CDU, 1462 Tage
Willi Müser, CDU, 1462 Tage
Dr. Hans-Werner Staratzke, FDP, 1462 Tage
Hedwig Meermann, SPD, 1462 Tage
Richard Müller, SPD, 1462 Tage
Dr. Robert Tillmanns, CDU, 1462 Tage
Johann Schuster, WAV, 1462 Tage
Herbert Kriedemann, SPD, 1462 Tage
Dr. Hans Apel, SPD, 1462 Tage
Heinz Wegener, SPD, 1462 Tage
Paul Harig, KPD, 1462 Tage
Dr. Heinz Kreutzmann, SPD, 1462 Tage
Lothar Haase, CDU, 1462 Tage
Fritz Erler, SPD, 1462 Tage
Rolf Bremer, CDU, 1462 Tage
Egon Höhmann, SPD, 1462 Tage
Dieter Schinzel, SPD, 1462 Tage
Hermann Scheffler, SPD, 1462 Tage
Gustav Sühler, CSU, 1462 Tage
Theodor Mengelkamp, CDU, 1462 Tage
Dr. Siegfried Bärsch, SPD, 1462 Tage
Fritz Böhm, SPD, 1462 Tage
Dr. Hermann Louis Brill, SPD, 1462 Tage
Dr. Adolf Müller-Emmert, SPD, 1462 Tage
Gerhard Ribbeheger, FU, 1462 Tage
Paul Weinzierl, CSU, 1462 Tage
Annemarie Ackermann, CDU, 1462 Tage
Dr. Walter Menzel, SPD, 1462 Tage
Dr. Carl Roesch, SPD, 1462 Tage
Heinrich Eckstein, CDU, 1462 Tage
Anni Krahnstöver, SPD, 1462 Tage
Fritz Steinhoff, SPD, 1462 Tage
Kurt Thürk, CDU, 1462 Tage
Hansmartin Simpfendörfer, SPD, 1462 Tage
Dr. Hans Wilhelmi, CDU, 1462 Tage
Dr. Luise Rehling, CDU, 1462 Tage
Clara Döhring, SPD, 1462 Tage
Franz Handlos, CSU, 1462 Tage
Helmut Lenders, SPD, 1462 Tage
Willy Brandt, SPD, 1462 Tage
Heinrich-Wilhelm Ruhnke, SPD, 1462 Tage
Rudolf Müller, SPD, 1462 Tage
Dr. Kurt Schober, CDU, 1462 Tage
Dr. Udo Giulini, CDU, 1462 Tage
Walter Schmidt, SPD, 1462 Tage
Heinrich Kemper, CDU, 1462 Tage
Josef Hellenbrock, SPD, 1462 Tage
Dr. Hugo Hammans, CDU, 1462 Tage
Josef Porten, CDU, 1462 Tage
Dr. Max Kunz, CSU, 1462 Tage
Dr. Julius Brecht, SPD, 1462 Tage
Franz Höhne, SPD, 1462 Tage
August Kunst, CDU, 1462 Tage
Walter Arendt, SPD, 1462 Tage
Max Wönner, SPD, 1462 Tage
Dietrich Keuning, SPD, 1462 Tage
Dr. Hermann Mathias Görgen, CSUS, 1462 Tage
Josef Wagner, SPD, 1462 Tage
Dr. Karl-Heinz Hornhues, CDU, 1462 Tage
Hans Rauhaus, CDU, 1462 Tage
Ernst Weltner, SPD, 1462 Tage
Raban Adelmann, CDU, 1462 Tage
Dr. Adolf Arndt, SPD, 1462 Tage
Will Rasner, CDU, 1462 Tage
Helmut Schmidt, SPD, 1462 Tage
Hermann Schwann, FDP, 1462 Tage
Hermann Buschfort, SPD, 1462 Tage
Dr. Maria Probst, CSU, 1462 Tage
Dr. Manfred Wörner, CDU, 1462 Tage
Dr. Konrad Adenauer, CDU, 1462 Tage
Ernst Zühlke, SPD, 1462 Tage
Gerd Springorum, CDU, 1462 Tage
Artur Stegner, FDP, 1462 Tage
Dr. Carl Hesberg, CDU, 1462 Tage
Wilhelm Gontrum, CDU, 1462 Tage
Karl Riegel, SPD, 1462 Tage
Dr. Burkhard Ritz, CDU, 1462 Tage
Margarete Berger-Heise, SPD, 1462 Tage
Friedrich Fritz, CDU, 1462 Tage
Albert Baldauf, CDU, 1462 Tage
Liesel Kipp-Kaule, SPD, 1462 Tage
Jürgen Vahlberg, SPD, 1462 Tage
Heinrich Imig, SPD, 1462 Tage
Dr. Heinrich Glasmeyer, CDU, 1462 Tage
Dr. Willfried Penner, SPD, 1462 Tage
Dr. Walther Hellige, CDU, 1462 Tage
Dr. Ernst Supf, FDP, 1462 Tage
Gerhard O. Pfeffermann, CDU, 1462 Tage
Dr. Rudolf Vogel, CDU, 1462 Tage
Dr. Harald Koch, SPD, 1462 Tage
Hannsheinz Bauer, SPD, 1462 Tage
Dr. Heinrich Schild, CDU, 1462 Tage
Dr. Hans-Christoph Seebohm, CDU, 1462 Tage
Dr. Peter Glotz, SPD, 1462 Tage
Dr. Karl Müller, CDU, 1462 Tage
Oskar Wacker, CDU, 1462 Tage
Dr. Willy Steinmetz, CDU, 1462 Tage
Hans Lenz, FDP, 1462 Tage
Wolfgang Döring, FDP, 1462 Tage
Hans Drachsler, CSU, 1462 Tage
Heinrich Müller, SPD, 1462 Tage
Dr. Christian Albrecht Haas, FDP, 1462 Tage
Dr. Elisabeth Schwarzhaupt, CDU, 1462 Tage
Walter Freitag, SPD, 1462 Tage
Walter Behrendt, SPD, 1462 Tage
Josef Wallner, WAV, 1462 Tage
Willi Lausen, SPD, 1462 Tage
Dr. Bernhard Reismann, FU, 1462 Tage
Josef Mick, CDU, 1462 Tage
Dr. Richard Hammer, FDP, 1462 Tage
Josef Worms, CDU, 1462 Tage
Jakob Franzen, CDU, 1462 Tage
Karl Walz, CDU, 1462 Tage
Erwin Welke, SPD, 1462 Tage
Alfred Burgemeister, CDU, 1462 Tage
Frank Seiboth, GB/ BHE, 1462 Tage
Alphons Horten, CDU, 1462 Tage
Jakob Kaiser, CDU, 1462 Tage
Dr. Ulrich Lohmar, SPD, 1462 Tage
Harald B. Schäfer, SPD, 1462 Tage
Hans Ewers, DP, 1462 Tage
Dr. Gerhard Reischl, SPD, 1462 Tage
Walther Kühn, FDP, 1462 Tage
Dr. Hubertus Golitschek, FDP, 1462 Tage
Bernhard Bauknecht, CDU, 1462 Tage
Emil Kemmer, CSU, 1462 Tage
Dr. Klaus Dieter Arndt, SPD, 1462 Tage
Lisa Albrecht, SPD, 1462 Tage
Heinrich Georg Ritzel, SPD, 1462 Tage
Dr. Herwart Miessner, FDP, 1462 Tage
Josef Müller, CDU, 1462 Tage
Franz Ludwig Schenk Stauffenberg, CSU, 1462 Tage
Dr. Heinrich Deist, SPD, 1462 Tage
Dr. Gerhard Jungmann, CDU, 1462 Tage
Wolfgang Hedler, WAV, 1462 Tage
Rudolf-Ernst Heiland, SPD, 1462 Tage
Dr. Kurt Schmücker, CDU, 1462 Tage
Heinrich Müller, SPD, 1462 Tage
Anton Ott, CSU, 1462 Tage
Erwin Stahl, SPD, 1462 Tage
Karl Gaul, FDP, 1462 Tage
Willi Beuster, SPD, 1462 Tage
Dr. Walter Rieger, FDP, 1462 Tage
Rudolf Schrader, CDU, 1462 Tage
Dr. Josef Stecker, CDU, 1462 Tage
Dr. Hugo Decker, FU, 1462 Tage
Dr. Herta Däubler-Gmelin, SPD, 1462 Tage
Heinrich Höcker, SPD, 1462 Tage
Josef Ertl, FDP, 1462 Tage
Anton Diel, SPD, 1462 Tage
Fritz Schuler, CDU, 1462 Tage
Otto Pannenbecker, FU, 1462 Tage
Elisabeth Vietje, CDU, 1462 Tage
Dr. Josef Effertz, FDP, 1462 Tage
August Weimer, CDU, 1462 Tage
Hermann Rappe, SPD, 1462 Tage
Georg Körner, GB/ BHE, 1462 Tage
Hugo Paul, KPD, 1462 Tage
Robert Görlinger, SPD, 1462 Tage
Karl-Hans Lagershausen, CDU, 1462 Tage
Walter Peters, FDP, 1462 Tage
Werner Kubitza, FDP, 1462 Tage
Valentin Baur, SPD, 1462 Tage
Josef Felder, SPD, 1462 Tage
Horst Haase, SPD, 1462 Tage
Dr. Alois Zimmer, CDU, 1462 Tage
Dr. Friedrich Zimmermann, CSU, 1462 Tage
Robert Daum, SPD, 1462 Tage
Karl Hahn, CDU, 1462 Tage
Hans Hermsdorf, SPD, 1462 Tage
Werner Zeitler, SPD, 1462 Tage
Dr. Gerhard Fritz, CDU, 1462 Tage
August-Martin Euler, DP, 1462 Tage
Eugen Leibfried, CDU, 1462 Tage
Peterheinrich Kirchhoff, CDU, 1462 Tage
Dr. Paula Riede, CDU, 1462 Tage
Dr. Lutz G. Stavenhagen, CDU, 1462 Tage
Peter Milz, CDU, 1462 Tage
Jakob Neber, CDU, 1462 Tage
Elfriede Eilers, SPD, 1462 Tage
Heinz Frehsee, SPD, 1462 Tage
Dr. Herbert Ehrenberg, SPD, 1462 Tage
Max Amling, SPD, 1462 Tage
Hans Katzer, CDU, 1462 Tage
Edelhard Rock, CDU, 1462 Tage
Heinz Pöhler, SPD, 1462 Tage
Dr. Wilhelm Gülich, SPD, 1462 Tage
Dr. Klaus-Peter Schulz, SPD, 1462 Tage
Anton Storch, CDU, 1462 Tage
Dr. R. Martin Schmidt, SPD, 1462 Tage
Hermann Haage, SPD, 1462 Tage
Theodor Siebel, CDU, 1462 Tage
Georg Kühling, CDU, 1462 Tage
Artur Missbach, CDU, 1462 Tage
Johann Klein, CDU, 1462 Tage
Hermann Josef Russe, CDU, 1462 Tage
Matthias Hoogen, CDU, 1462 Tage
Dr. Hermann Lindrath, CDU, 1462 Tage
Dr. Fritz Neumayer, FDP, 1462 Tage
Dr. Annemarie Renger, SPD, 1462 Tage
Aloys Feldmann, CDU, 1462 Tage
Dr. Wilhelm Laforet, CSU, 1462 Tage
Richard Ey, CDU, 1462 Tage
Dr. Walter Zawadil, FDP, 1462 Tage
Klaus Schütz, SPD, 1462 Tage
Georg Dewald, SPD, 1462 Tage
Hermann Saam, FDP, 1462 Tage
Dr. Gerhard Philipp, CDU, 1462 Tage
Theodor Blank, CDU, 1462 Tage
Peter Wilhelm Brand, CDU, 1462 Tage
Gerhard Wacher, CSU, 1462 Tage
Willi Eichler, SPD, 1462 Tage
Dr. Ilse Elsner, SPD, 1462 Tage
Konrad Frühwald, FDP, 1462 Tage
Dr. Josef Höchst, CDU, 1462 Tage
Hermann Clausen, FU, 1462 Tage
Walter Gaßmann, CDU, 1462 Tage
Marie-Elisabeth Klee, CDU, 1462 Tage
Dr. Eduard Orth, CDU, 1462 Tage
Georg Neemann, SPD, 1462 Tage
Joachim Raffert, SPD, 1462 Tage
Hermann Troppenz, SPD, 1462 Tage
Dr. Gerhard Koch, SPD, 1462 Tage
Hans Löfflad, WAV, 1462 Tage
Dr. Volkmar Köhler, CDU, 1462 Tage
Dr. Karl Kanka, CDU, 1462 Tage
Otto Gumrum, CSU, 1462 Tage
Otto Weinkamm, CSU, 1462 Tage
Dr. Max Brauer, SPD, 1462 Tage
Dr. Hans Wellhausen, FDP, 1462 Tage
Dr. Karl Löbe, FDP, 1462 Tage
Franz Mühlenberg, CDU, 1462 Tage
Karl Heinz Gierenstein, CSU, 1462 Tage
Wilhelm Tenhagen, SPD, 1462 Tage
Dr. Carl Otto Lenz, CDU, 1462 Tage
Hans Ekstrand, SPD, 1462 Tage
Wolfgang Klausner, CSU, 1462 Tage
Dr. Alfred Emmerlich, SPD, 1462 Tage
Erwin Feller, GB/ BHE, 1462 Tage
Helmut Rohde, SPD, 1462 Tage
Horst Gerlach, SPD, 1462 Tage
Hans Stefan Seifriz, SPD, 1462 Tage
Ludwig Metzger, SPD, 1462 Tage
Dr. Wenzel Jaksch, SPD, 1462 Tage
Angelo Kramel, CSU, 1462 Tage
Carl Ewen, SPD, 1462 Tage
Dr. Eckhard Reith, CDU, 1462 Tage
Carl Stenger, SPD, 1462 Tage
Franzjosef Müser, CDU, 1462 Tage
Hermann Busse, FDP, 1462 Tage
Josef Schlick, CDU, 1462 Tage
Otto Entrup, CDU, 1462 Tage
Dr. Friedrich Wendig, FDP, 1462 Tage
Karl Spreti, CSU, 1462 Tage
Dr. Hermann Kopf, CDU, 1462 Tage
Peter Tobaben, CDU, 1462 Tage
Dr. Franz-Josef Wuermeling, CDU, 1462 Tage
Maria Niggemeyer, CDU, 1462 Tage
Johann Wartner, FU, 1462 Tage
Ernst Srock, GB/ BHE, 1462 Tage
Arthur Enk, CDU, 1462 Tage
Fritz Wilhelm Hörauf, SPD, 1462 Tage
Joseph Illerhaus, CDU, 1462 Tage
Christian Kuhlemann, DP, 1462 Tage
Peter Etzenbach, CDU, 1462 Tage
Otto Arnholz, SPD, 1462 Tage
Ludwig Kroll, CDU, 1462 Tage
Fritz Walter, FDP, 1462 Tage
Bruno Wiefel, SPD, 1462 Tage
Dr. Günter Frede, SPD, 1462 Tage
Alfred Frenzel, Plos, 1462 Tage
Friedhelm Missmahl, SPD, 1462 Tage
Dr. Klaus Schmid-Burgk, CDU, 1462 Tage
Georg Schneider, CDU, 1462 Tage
Egon Lutz, SPD, 1462 Tage
Dr. Josef Schatz, CSU, 1462 Tage
Hans Tichi, WAV, 1462 Tage
Fritz Henssler, SPD, 1462 Tage
Karl Hackethal, CDU, 1462 Tage
Dr. Ernst Benda, CDU, 1462 Tage
Dr. Adolf Bieringer, CDU, 1462 Tage
Johannes Müller, CDU, 1462 Tage
Georg Peters, SPD, 1462 Tage
Wilhelm Rawe, CDU, 1462 Tage
Klaus Immer, SPD, 1462 Tage
Bruno Friedrich, SPD, 1462 Tage
Dr. Hans Müthling, SPD, 1462 Tage
Wolfgang Schwabe, SPD, 1462 Tage
Martin Hirsch, SPD, 1462 Tage
Hermann Aumer, BP, 1462 Tage
Willi-Peter Sick, CDU, 1462 Tage
Anton Aretin, FU, 1462 Tage
Heinrich Fassbender, FDP, 1462 Tage
Hans Hörmann, SPD, 1462 Tage
Hans Bals, SPD, 1462 Tage
Dr. Erika Wolf, CDU, 1462 Tage
Georg Mayerhofer, FU, 1462 Tage
Heinrich Sander, FDP, 1462 Tage
Dr. Werner Marx, CDU, 1462 Tage
Max Seidel, SPD, 1462 Tage
Peter Jacobs, SPD, 1462 Tage
Ernst Paul, SPD, 1462 Tage
Karl Eigen, CDU, 1462 Tage
Dr. Wilhelm Jentzsch, FDP, 1462 Tage
Dr. Ludwig Preiß, CDU, 1462 Tage
Johannes Brockmann, DZP, 1462 Tage
Otto Eisenmann, FDP, 1462 Tage
Leo Gottesleben, CDU, 1462 Tage
Dr. Conrad Fink, CSU, 1462 Tage
Gisela Praetorius, CDU, 1462 Tage
Dr. Alfred Gille, GB/ BHE, 1462 Tage
Jürgen Egert, SPD, 1462 Tage
Heiner Möller, CDU, 1462 Tage
Albert Burger, CDU, 1462 Tage
Heinz Rapp, SPD, 1462 Tage
Dr. Karl Weber, CDU, 1462 Tage
Rudolf Eickhoff, DP, 1462 Tage
Karl Krammig, CDU, 1462 Tage
Walter Seuffert, SPD, 1462 Tage
Helmut Bazille, SPD, 1462 Tage
Matthias Moll, SPD, 1462 Tage
Johannes Lücke, SPD, 1462 Tage
Manfred Schlager, CSU, 1462 Tage
Dr. Adalbert Hudak, CSU, 1462 Tage
Ernst Kuntscher, CDU, 1462 Tage
Hans Böhm, SPD, 1462 Tage
Hans A. Engelhard, FDP, 1462 Tage
Dr. Heinrich Aigner, CSU, 1462 Tage
Dr. Erich Mende, CDU, 1462 Tage
Albrecht Schlee, CSU, 1462 Tage
Dr. Thomas Dehler, FDP, 1462 Tage
Dr. Uwe Holtz, SPD, 1462 Tage
Liselotte Funcke, FDP, 1462 Tage
Friedrich Hölscher, FDP, 1462 Tage
Maria Dietz, CDU, 1462 Tage
Jakob Koenen, SPD, 1462 Tage
Hansheinz Hauser, CDU, 1462 Tage
Willy Stahl, FDP, 1462 Tage
Dieter Lattmann, SPD, 1462 Tage
Erwin Schoettle, SPD, 1462 Tage
Wilhelm Schmidt, WAV, 1462 Tage
Dr. August Ramminger, CSU, 1462 Tage
Dr. Hermann Conring, CDU, 1462 Tage
Erni Finselberger, GB/ BHE, 1462 Tage
Waldemar Kraft, CDU, 1462 Tage
Gottfried Leonhard, CDU, 1462 Tage
Josef Hufnagel, SPD, 1462 Tage
Anne Marie Heiler, CDU, 1462 Tage
Horst Haasler, CDU, 1462 Tage
Dr. Hans Georg Emde, FDP, 1462 Tage
Dr. Wolfgang Bartels, CDU, 1462 Tage
Heinrich Holkenbrink, CDU, 1462 Tage
Dr. Eduard Edert, Plos, 1462 Tage
Ferdinand Erpenbeck, CDU, 1462 Tage
Heinrich Welslau, SPD, 1462 Tage
Heinrich Barlage, CDU, 1462 Tage
Dr. Karl Mocker, GB/ BHE, 1462 Tage
Kurt Spitzmüller, FDP, 1462 Tage
Walter Hammersen, FDP, 1462 Tage
Walter Brookmann, CDU, 1462 Tage
Franz Falke, CDU, 1462 Tage
Wilhelm Goldhagen, CDU, 1462 Tage
Dr. Johann Baptist Gradl, CDU, 1462 Tage
W. Alexander Menne, FDP, 1462 Tage
Hans Dirscherl, FDP, 1462 Tage
Dr. Walther Leisler Kiep, CDU, 1462 Tage
Sepp Parzinger, FU, 1462 Tage
Karl Meitmann, SPD, 1462 Tage
Josef Gockeln, CDU, 1462 Tage
Richard Reitzner, SPD, 1462 Tage
Georg Kurlbaum, SPD, 1462 Tage
Dr. Günther Henle, CDU, 1462 Tage
Karl-Heinz Saxowski, SPD, 1462 Tage
Friedrich Bauereisen, CSU, 1462 Tage
Dr. Friedrich Rau, SPD, 1462 Tage
Arno Hennig, SPD, 1462 Tage
Otto Dannebom, SPD, 1462 Tage
Peter M. Schmidhuber, CSU, 1462 Tage
Dr. Johannes-Helmut Strosche, GB/ BHE, 1462 Tage
Herbert Werner, CDU, 1462 Tage
Hans-Jürgen Augstein, SPD, 1462 Tage
Karl Simpfendörfer, CDU, 1462 Tage
Friedrich Gerstl, SPD, 1462 Tage
Hildegard Schimschok, SPD, 1462 Tage
Matthias Joseph Mehs, CDU, 1462 Tage
Dr. Josef Hofmann, CDU, 1462 Tage
Willy Thieme, SPD, 1462 Tage
Walter Sassnick, SPD, 1462 Tage
Karl Hepp, FDP, 1462 Tage
Hans Krüger, CDU, 1462 Tage
Karl-Walter Fritz, SPD, 1462 Tage
Willy Müller, SPD, 1462 Tage
Dr. Martin Blank, FDP, 1462 Tage
Otto Dowidat, FDP, 1462 Tage
Dr. Franz Böhm, CDU, 1462 Tage
Dr. Hermann Veit, SPD, 1462 Tage
Walter Kutschera, GB/ BHE, 1462 Tage
Karl Bielig, SPD, 1462 Tage
Nikolaus Jürgensen, SPD, 1462 Tage
Clemens Riedel, CDU, 1462 Tage
Dr. Hanna Neumeister, CDU, 1462 Tage
Horst Jaunich, SPD, 1462 Tage
Karl Wienand, SPD, 1462 Tage
Friedrich Kraus, SPD, 1462 Tage
Dr. Carlo Schmid, SPD, 1462 Tage
Dr. Robert Philipp Nöll von der Nahmer, FDP, 1462 Tage
Dr. Hermann Götz, CDU, 1462 Tage
Eduard Adorno, CDU, 1462 Tage
Eberhard Brünen, SPD, 1462 Tage
Dr. Friedrich Wilhelm Willeke, CDU, 1462 Tage
Georg Stiller, CSU, 1462 Tage
Dr. Karl Georg Pfleiderer, FDP, 1462 Tage
Richard Freudenberg, FDP, 1462 Tage
Hans-Günter Hoppe, FDP, 1462 Tage
Richard Stücklen, CSU, 1462 Tage
Walter Langebeck, SPD, 1462 Tage
Gustav-Adolf Gedat, CDU, 1462 Tage
Felix Eckardt, CDU, 1462 Tage
Josef Stingl, CDU, 1462 Tage
Dr. Arnold Poepke, CDU, 1462 Tage
Georg Stierle, SPD, 1462 Tage
Anton Hilbert, CDU, 1462 Tage
Dr. Siegfried Balke, CSU, 1462 Tage
Otto Zink, CDU, 1462 Tage
Albert Tönjes, SPD, 1462 Tage
Dr. Walter Rinke, CSU, 1462 Tage
Hans-Jürgen Junghans, SPD, 1462 Tage
Arno Behrisch, SPD, 1462 Tage
Erich Peter Neumann, CDU, 1462 Tage
Hermann Runge, SPD, 1462 Tage
Theodor Teriete, CDU, 1462 Tage
Hermann Ahrens, SPD, 1462 Tage
Albert Leicht, CDU, 1462 Tage
Maria Jacobi, CDU, 1462 Tage
Johann Junglas, CDU, 1462 Tage
Josef Scheuren, SPD, 1462 Tage
Dr. Johannes Gerster, CDU, 1462 Tage
Arthur Mertins, SPD, 1462 Tage
Käte Strobel, SPD, 1462 Tage
Johannes Kunze, CDU, 1462 Tage
Friedrich Funk, CSU, 1462 Tage
Hugo Collet, SPD, 1462 Tage
Heinrich Junker, SPD, 1462 Tage
Julie Rösch, CDU, 1462 Tage
Richard Burckardt, FDP, 1462 Tage
Adolf Cillien, CDU, 1462 Tage
Dr. Karl Mommer, SPD, 1462 Tage
Wolfgang Mischnick, FDP, 1462 Tage
Friedrich Mensing, CDU, 1462 Tage
Margarete Engländer, CDU, 1462 Tage
Rudolf Hussong, SPD, 1462 Tage
Jakob Diel, CDU, 1462 Tage
Dr. Werner Mertes, FDP, 1462 Tage
Paul Stech, SPD, 1462 Tage
August Weinhold, SPD, 1462 Tage
Dr. Gerhard Stoltenberg, CDU, 1462 Tage
Werner Pusch, SPD, 1462 Tage
Dr. J. Hermann Siemer, CDU, 1462 Tage
Dr. Ernst-Christoph Brühler, DP, 1462 Tage
Dr. Gerhard Zeitel, CDU, 1462 Tage
Hans Gertzen, SPD, 1462 Tage
Arthur Grundmann, FDP, 1462 Tage
Dr. Friedrich-Adolf Jahn, CDU, 1462 Tage
Franz Pfender, CDU, 1462 Tage
Agnes Hürland-Büning, CDU, 1462 Tage
Karl-Heinz Lünenstraß, SPD, 1462 Tage
Karl Bergmann, SPD, 1462 Tage
Klaus Richter, SPD, 1462 Tage
Dr. Walter Drechsel, FDP, 1462 Tage
Otto Graf, SPD, 1462 Tage
August Spies, CDU, 1462 Tage
Dr. Adolf Süsterhenn, CDU, 1462 Tage
Norbert Gansel, SPD, 1462 Tage
Olaf Sund, SPD, 1462 Tage
Dr. Albrecht Aschoff, FDP, 1462 Tage
Dr. Hans-Carl Rüdel, CDU, 1462 Tage
Alex Hösl, CSU, 1462 Tage
Karl Heinz Lemmrich, CSU, 1462 Tage
Klaus-Jürgen Hoffie, FDP, 1462 Tage
Hugo Wiedeck, CDU, 1462 Tage
Heinz Gemein, GB/ BHE, 1462 Tage
Max Reimann, KPD, 1462 Tage
Karl Kern, CDU, 1462 Tage
Dr. Franz Blücher, DP, 1462 Tage
Franz Josef Zebisch, SPD, 1462 Tage
Günter Goetzendorff, WAV, 1462 Tage
Dr. Carl Reinhard, CDU, 1462 Tage
Johannes Kortmann, CDU, 1462 Tage
Erik Bernhard Blumenfeld, CDU, 1462 Tage
Dr. Fritz Burgbacher, CDU, 1462 Tage
Franz Op den Orth, SPD, 1462 Tage
Dr. Franz Seume, Plos, 1462 Tage
Christof Nickl, CSU, 1462 Tage
Emil Solke, CDU, 1462 Tage
Heinz Westphal, SPD, 1462 Tage
Fritz Corterier, SPD, 1462 Tage
Emil Bettgenhäuser, SPD, 1462 Tage
Wilhelm Naegel, CDU, 1462 Tage
Fritz Berendsen, CDU, 1462 Tage
Martin Elsner, GB/ BHE, 1462 Tage
Johann Wuwer, SPD, 1462 Tage
Josef Schüttler, CDU, 1462 Tage
Rudolf Meyer-Ronberg, CDU, 1462 Tage
