Document{{Vorname=Uwe, Nachname=Schmidt, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=778.1111111111111}}
Document{{Vorname=Georg, Nachname=Kippels, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=521.0416666666666}}
Document{{Vorname=Sabine, Nachname=Poschmann, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=446.77777777777777}}
Document{{Vorname=Matthias, Nachname=Gastel, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=751.0}}
Document{{Vorname=Dennis, Nachname=Rohde, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=854.6666666666666}}
Document{{Vorname=Gerold, Nachname=Otten, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=616.3636363636364}}
Document{{Vorname=Kai, Nachname=Whittaker, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=556.6666666666666}}
Document{{Vorname=Carsten, Nachname=Schneider, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=900.0909090909091}}
Document{{Vorname=Gülistan, Nachname=Yüksel, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=692.2}}
Document{{Vorname=Christiane, Nachname=Schenderlein, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=641.2352941176471}}
Document{{Vorname=Oliver, Nachname=Vogt, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=563.6}}
Document{{Vorname=Mathias, Nachname=Papendieck, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=648.2142857142857}}
Document{{Vorname=Sahra, Nachname=Wagenknecht, Partei=DIE LINKE., Fraktion=Fraktion DIE LINKE., Durchschnittliche Länge=560.0}}
Document{{Vorname=Hakan, Nachname=Demir, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=676.2105263157895}}
Document{{Vorname=Martin, Nachname=Hess, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=513.8181818181819}}
Document{{Vorname=André, Nachname=Berghegger, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=961.125}}
Document{{Vorname=Rainer, Nachname=Rothfuß, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=855.0}}
Document{{Vorname=Bijan, Nachname=Djir-Sarai, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=615.2857142857143}}
Document{{Vorname=Joana, Nachname=Cotar, Partei=Parteilos, Fraktion=Fraktionslos, Durchschnittliche Länge=468.23809523809524}}
Document{{Vorname=Stefan, Nachname=Schwartze, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=419.4}}
Document{{Vorname=Fabian, Nachname=Jacobi, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=479.0}}
Document{{Vorname=Ronja, Nachname=Kemmer, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=747.0}}
Document{{Vorname=Ralf, Nachname=Stegner, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=788.6}}
Document{{Vorname=Till, Nachname=Mansmann, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=497.6296296296296}}
Document{{Vorname=Hubertus, Nachname=Heil, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=483.34177215189874}}
Document{{Vorname=Victor, Nachname=Perli, Partei=DIE LINKE., Fraktion=Fraktion DIE LINKE., Durchschnittliche Länge=409.1875}}
Document{{Vorname=Ria, Nachname=Schröder, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=436.7307692307692}}
Document{{Vorname=Simona, Nachname=Koß, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=473.5238095238095}}
Document{{Vorname=Tobias, Nachname=Lindner, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=1031.3333333333333}}
Document{{Vorname=Ana-Maria, Nachname=Trăsnea, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=434.0}}
Document{{Vorname=Thomas, Nachname=Bareiß, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=852.5}}
Document{{Vorname=Michael, Nachname=Meister, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=700.625}}
Document{{Vorname=Ye-One, Nachname=Rhie, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=636.3529411764706}}
Document{{Vorname=Leni, Nachname=Breymaier, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=499.75}}
Document{{Vorname=Anne, Nachname=Janssen, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=624.2}}
Document{{Vorname=Stefan, Nachname=Nacke, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=635.9230769230769}}
Document{{Vorname=Barbara, Nachname=Benkstein, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=399.84615384615387}}
Document{{Vorname=Kathrin, Nachname=Michel, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=809.8}}
Document{{Vorname=Leif-Erik, Nachname=Holm, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=602.1666666666666}}
Document{{Vorname=Sebastian, Nachname=Roloff, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=766.5555555555555}}
Document{{Vorname=Helge, Nachname=Limburg, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=649.1153846153846}}
Document{{Vorname=Carsten, Nachname=Träger, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=554.8421052631579}}
Document{{Vorname=Anja, Nachname=Schulz, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=503.84615384615387}}
Document{{Vorname=Martin, Nachname=Gassner-Herz, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=443.6666666666667}}
Document{{Vorname=Daniel, Nachname=Baldy, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=719.0}}
Document{{Vorname=Deborah, Nachname=Düring, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=485.6666666666667}}
Document{{Vorname=Armin, Nachname=Laschet, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=772.2}}
Document{{Vorname=Gabriela, Nachname=Heinrich, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=689.4615384615385}}
Document{{Vorname=Bernd, Nachname=Westphal, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=636.1923076923077}}
Document{{Vorname=Hansjörg, Nachname=Durz, Partei=CSU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=615.6666666666666}}
Document{{Vorname=Stephan, Nachname=Seiter, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=532.3846153846154}}
Document{{Vorname=Petr, Nachname=Bystron, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=375.1363636363636}}
Document{{Vorname=Britta, Nachname=Haßelmann, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=753.9473684210526}}
Document{{Vorname=Anne Monika, Nachname=Spallek, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=472.3}}
Document{{Vorname=Erwin, Nachname=Rüddel, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=457.45454545454544}}
Document{{Vorname=Jürgen, Nachname=Lenders, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=337.625}}
Document{{Vorname=Detlef, Nachname=Müller, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=784.25}}
Document{{Vorname=Knut, Nachname=Abraham, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=620.7368421052631}}
Document{{Vorname=Jasmina, Nachname=Hostert, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=528.2666666666667}}
Document{{Vorname=Markus, Nachname=Reichel, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=508.89473684210526}}
Document{{Vorname=Susanne, Nachname=Mittag, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=568.6}}
Document{{Vorname=Jana, Nachname=Schimke, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=636.3076923076923}}
Document{{Vorname=Holger, Nachname=Becker, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=622.2692307692307}}
Document{{Vorname=Dietrich, Nachname=Monstadt, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=681.0}}
Document{{Vorname=Josef, Nachname=Rief, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=873.8}}
Document{{Vorname=Christoph, Nachname=Vries, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=465.2}}
Document{{Vorname=Maximilian, Nachname=Mörseburg, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=760.8333333333334}}
Document{{Vorname=Mark, Nachname=Helfrich, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=600.25}}
Document{{Vorname=Carsten, Nachname=Körber, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=845.0909090909091}}
Document{{Vorname=Awet, Nachname=Tesfaiesus, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=381.0}}
Document{{Vorname=Heike, Nachname=Baehrens, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=555.8333333333334}}
Document{{Vorname=Lisa, Nachname=Badum, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=462.2173913043478}}
Document{{Vorname=Christina-Johanne, Nachname=Schröder, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=425.0}}
Document{{Vorname=Mathias, Nachname=Stein, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=528.0}}
Document{{Vorname=Michael, Nachname=Kellner, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=568.5238095238095}}
Document{{Vorname=Volker, Nachname=Mayer-Lay, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=433.22222222222223}}
Document{{Vorname=Sven-Christian, Nachname=Kindler, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=973.9473684210526}}
Document{{Vorname=Annika, Nachname=Klose, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=589.0454545454545}}
Document{{Vorname=Armin, Nachname=Schwarz, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=481.2}}
Document{{Vorname=Sönke, Nachname=Rix, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=787.3636363636364}}
Document{{Vorname=Katrin, Nachname=Uhlig, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=371.2}}
Document{{Vorname=Armin, Nachname=Schuster, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=1314.0}}
Document{{Vorname=Dagmar, Nachname=Andres, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=448.5}}
Document{{Vorname=Jan-Marco, Nachname=Luczak, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=775.2727272727273}}
Document{{Vorname=Peter, Nachname=Heidt, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=667.8947368421053}}
Document{{Vorname=Wolfgang, Nachname=Stefinger, Partei=CSU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=453.8636363636364}}
Document{{Vorname=Tino, Nachname=Sorge, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=693.2647058823529}}
Document{{Vorname=Serap, Nachname=Güler, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=398.3333333333333}}
Document{{Vorname=Frank, Nachname=Ullrich, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=625.0}}
Document{{Vorname=Andreas, Nachname=Lenz, Partei=CSU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=602.3157894736842}}
Document{{Vorname=Manfred, Nachname=Todtenhausen, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=507.2857142857143}}
Document{{Vorname=Norbert, Nachname=Röttgen, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=745.25}}
Document{{Vorname=Stephan, Nachname=Pilsinger, Partei=CSU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=484.0689655172414}}
Document{{Vorname=Marcus, Nachname=Faber, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=575.4666666666667}}
Document{{Vorname=Erhard, Nachname=Grundl, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=605.9}}
Document{{Vorname=Katrin, Nachname=Budde, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=718.0714285714286}}
Document{{Vorname=Karamba, Nachname=Diaby, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=398.95652173913044}}
Document{{Vorname=Marco, Nachname=Wanderwitz, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=697.75}}
Document{{Vorname=Bernhard, Nachname=Daldrup, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=782.775}}
Document{{Vorname=Ingo, Nachname=Gädechens, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=853.0}}
Document{{Vorname=Wolfgang, Nachname=Strengmann-Kuhn, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=570.7}}
Document{{Vorname=Anton, Nachname=Hofreiter, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=655.3333333333334}}
Document{{Vorname=Rolf, Nachname=Mützenich, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=1317.0833333333333}}
Document{{Vorname=Alexander, Nachname=Hoffmann, Partei=CSU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=650.78125}}
Document{{Vorname=Ina, Nachname=Latendorf, Partei=DIE LINKE., Fraktion=Fraktion DIE LINKE., Durchschnittliche Länge=445.44897959183675}}
Document{{Vorname=Martin, Nachname=Sichert, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=400.63461538461536}}
Document{{Vorname=Gunther, Nachname=Krichbaum, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=795.5555555555555}}
Document{{Vorname=Ekin, Nachname=Deligöz, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=882.7142857142857}}
Document{{Vorname=Nadine, Nachname=Schön, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=652.1315789473684}}
Document{{Vorname=Melanie, Nachname=Bernstein, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=567.6666666666666}}
Document{{Vorname=Armin, Nachname=Grau, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=528.7368421052631}}
Document{{Vorname=Tina, Nachname=Winklmann, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=579.8125}}
Document{{Vorname=Fritz, Nachname=Güntzler, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=850.48}}
Document{{Vorname=Marcus, Nachname=Bühl, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=399.8636363636364}}
Document{{Vorname=Christian, Nachname=Sauter, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=710.3333333333334}}
Document{{Vorname=Thomas, Nachname=Seitz, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=610.1739130434783}}
Document{{Vorname=Bernd, Nachname=Reuther, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=503.0769230769231}}
Document{{Vorname=Linda, Nachname=Heitmann, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=493.0689655172414}}
Document{{Vorname=Esra, Nachname=Limbacher, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=729.4}}
Document{{Vorname=Renate, Nachname=Künast, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=542.2758620689655}}
Document{{Vorname=Michael, Nachname=Frieser, Partei=CSU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=543.6153846153846}}
Document{{Vorname=Martin, Nachname=Rosemann, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=578.4666666666667}}
Document{{Vorname=Merle, Nachname=Spellerberg, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=673.0}}
Document{{Vorname=Christian, Nachname=Leye, Partei=DIE LINKE., Fraktion=Fraktion DIE LINKE., Durchschnittliche Länge=561.2142857142857}}
Document{{Vorname=Maik, Nachname=Außendorf, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=629.0}}
Document{{Vorname=Paula, Nachname=Piechotta, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=885.9285714285714}}
Document{{Vorname=Johannes, Nachname=Vogel, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=833.2}}
Document{{Vorname=Stephan, Nachname=Stracke, Partei=CSU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=732.55}}
Document{{Vorname=Klaus, Nachname=Stöber, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=455.74074074074076}}
Document{{Vorname=Jens, Nachname=Koeppen, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=536.6666666666666}}
Document{{Vorname=Max, Nachname=Lucks, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=497.70588235294116}}
Document{{Vorname=Rüdiger, Nachname=Lucassen, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=354.7142857142857}}
Document{{Vorname=Julia, Nachname=Klöckner, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=662.3235294117648}}
Document{{Vorname=Sabine, Nachname=Dittmar, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=714.1666666666666}}
Document{{Vorname=Maria-Lena, Nachname=Weiss, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=705.9090909090909}}
Document{{Vorname=Franziska, Nachname=Kersten, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=659.1111111111111}}
Document{{Vorname=Jörg, Nachname=Schneider, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=548.5}}
Document{{Vorname=Christoph, Nachname=Hoffmann, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=388.34615384615387}}
Document{{Vorname=Joe, Nachname=Weingarten, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=561.7058823529412}}
Document{{Vorname=Lars, Nachname=Klingbeil, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=1013.5}}
Document{{Vorname=Karoline, Nachname=Otte, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=468.6470588235294}}
Document{{Vorname=Astrid, Nachname=Timmermann-Fechter, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=506.0}}
Document{{Vorname=Klaus, Nachname=Ernst, Partei=DIE LINKE., Fraktion=Fraktion DIE LINKE., Durchschnittliche Länge=545.1851851851852}}
Document{{Vorname=Ingeborg, Nachname=Gräßle, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=590.1578947368421}}
Document{{Vorname=Valentin, Nachname=Abel, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=693.6111111111111}}
Document{{Vorname=Bettina, Nachname=Hagedorn, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=770.5294117647059}}
Document{{Vorname=Rainer, Nachname=Kraft, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=464.6296296296296}}
Document{{Vorname=Rasha, Nachname=Nasr, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=574.2173913043479}}
Document{{Vorname=Moritz, Nachname=Oppelt, Partei=CDU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=704.8181818181819}}
Document{{Vorname=Michael, Nachname=Kießling, Partei=CSU, Fraktion=Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union, Durchschnittliche Länge=617.4444444444445}}
Document{{Vorname=Lena, Nachname=Werner, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=540.2777777777778}}
Document{{Vorname=Maria, Nachname=Klein-Schmeink, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=560.0909090909091}}
Document{{Vorname=Ulrike, Nachname=Schielke-Ziesing, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=769.0}}
Document{{Vorname=Dirk, Nachname=Brandes, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=399.45}}
Document{{Vorname=Petra, Nachname=Pau, Partei=DIE LINKE., Fraktion=Fraktion DIE LINKE., Durchschnittliche Länge=348.0}}
Document{{Vorname=Anja, Nachname=Troff-Schaffarzyk, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=481.3125}}
Document{{Vorname=Verena, Nachname=Hubertz, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=614.2962962962963}}
Document{{Vorname=Claudia, Nachname=Tausend, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=600.0}}
Document{{Vorname=Michael, Nachname=Kruse, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=784.9615384615385}}
Document{{Vorname=Melis, Nachname=Sekmen, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=413.25}}
