Document{{Vorname=Gökay, Nachname=Akbulut, Partei=DIE LINKE., Fraktion=Fraktion DIE LINKE., Durchschnittliche Länge=429.03333333333336}}
Document{{Vorname=Renata, Nachname=Alt, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=459.09090909090907}}
Document{{Vorname=Sarah, Nachname=Lahrkamp, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=547.875}}
Document{{Vorname=Schahina, Nachname=Gambir, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=376.0}}
Document{{Vorname=Janine, Nachname=Wissler, Partei=DIE LINKE., Fraktion=Fraktion DIE LINKE., Durchschnittliche Länge=519.4255319148937}}
Document{{Vorname=Tobias Matthias, Nachname=Peterka, Partei=AfD, Fraktion=Alternative für Deutschland, Durchschnittliche Länge=454.95}}
Document{{Vorname=Michael, Nachname=Schrodi, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=719.40625}}
Document{{Vorname=Marianne, Nachname=Schieder, Partei=SPD, Fraktion=Fraktion der Sozialdemokratischen Partei Deutschlands, Durchschnittliche Länge=679.5555555555555}}
Document{{Vorname=Sebastian, Nachname=Schäfer, Partei=BÜNDNIS 90/DIE GRÜNEN, Fraktion=Fraktion BÜNDNIS 90/DIE GRÜNEN, Durchschnittliche Länge=534.974358974359}}
Document{{Vorname=Markus, Nachname=Herbrand, Partei=FDP, Fraktion=Fraktion der Freien Demokratischen Partei, Durchschnittliche Länge=497.81481481481484}}
